deliverer_id,delivery_zone,monthly_apply_range,subscripcion_type,paid_price,customer_size,menu,delay_time
6,I,9,Yearly,21.652757902251093,2,Italian,7.130816064022856
87,I,14,FreePrepaid,38.808437677193865,2,Indian,12.82521525966462
13,IV,15,Trimestral,27.5056311134526,3,Asian,9.78692410046303
82,I,19,Monthly,21.55944072027281,5,Italian,11.256422717543854
28,VI,11,Yearly,27.03229023815882,3,Italian,7.154459054720357
80,IV,20,Trimestral,52.44016723725912,2,Indian,11.970606110996687
97,VI,14,Yearly,35.37735998990834,3,French,10.201920334697869
45,V,19,Trimestral,22.860096323916913,6,Mexican,9.87587832303908
37,I,19,Yearly,23.2473081449863,2,Japanese,12.25038114146422
84,VIII,18,Trimestral,25.865910399620788,2,Mexican,7.950638939095619
86,II,13,Trimestral,8.612268638313065,5,French,9.337525907535678
1,III,12,Monthly,28.4043973545824,2,French,13.569833649571585
73,V,10,Monthly,25.49790720185777,1,Italian,12.883985623139973
44,VIII,9,Yearly,25.2509610130865,3,Mexican,9.875327881280526
59,III,20,Semestral,12.81397824143713,5,Mexican,12.60721804812444
28,IV,11,Yearly,27.856442556518285,3,Italian,15.597595575014381
76,I,12,Monthly,45.267378593329234,3,Japanese,12.036823963167496
69,II,10,Semestral,21.301837249165775,2,Indian,3.9047048551610493
4,III,14,Yearly,57.13579978005452,4,French,10.235604758829048
47,III,16,Monthly,17.87946943715106,2,French,16.497162091790127
2,I,20,Monthly,25.930765172279212,4,Mexican,11.423326570796402
27,IV,16,FreePrepaid,19.03710479924723,2,Mexican,8.702798532968604
23,VIII,18,Monthly,35.4447632408515,2,Italian,12.111586458168537
83,III,15,Semestral,44.76974833966561,2,Indian,11.774808620007681
61,III,9,Semestral,41.11662958864329,3,French,8.350458872560084
65,V,17,Trimestral,18.92442535902294,1,Indian,3.758301859350869
83,VIII,16,Semestral,27.672557118771003,2,Asian,13.792304764233723
0,II,13,Semestral,18.135887058302615,5,French,16.713323671155138
35,II,21,Yearly,34.40772533596397,1,Italian,9.887280743686558
58,II,7,Semestral,25.567247170579275,4,Indian,8.479454476298496
72,VIII,15,Semestral,36.45264499373727,3,French,7.448951544299035
44,VIII,20,Trimestral,27.083011917136258,7,Italian,5.284701788458628
48,VIII,19,Trimestral,37.10278085825234,2,Italian,7.161084592092486
1,III,9,Monthly,21.75015378405128,4,Mexican,14.20622330980264
46,VIII,16,Monthly,37.402623222794276,2,Asian,8.871941796167043
25,III,14,Monthly,18.41517798997805,2,Japanese,12.44926155685942
28,IV,17,Semestral,36.38948629623766,6,Indian,14.44064968208782
91,V,20,FreePrepaid,30.819339646793857,3,Asian,10.625451947213522
32,III,23,Semestral,20.758131489834177,2,Japanese,12.32325942207017
64,V,17,Semestral,2.9026862087010343,1,Indian,8.382635306745213
26,V,14,Monthly,18.832092242187308,5,Japanese,13.648445935805073
64,VI,24,Monthly,33.2280613241766,1,Indian,10.316219839930145
17,II,16,Trimestral,37.298551112405654,1,Italian,13.840934328275939
92,V,16,Yearly,28.978732572786456,5,Mexican,8.937258100141515
77,VIII,16,Monthly,26.359037969676645,4,Italian,3.475553574056711
94,III,20,Semestral,39.03266447650721,3,Asian,19.39574173942865
19,V,8,Yearly,24.578676551699303,5,French,12.545108135951812
31,II,18,Yearly,23.670722761509428,1,Italian,12.214004349562371
22,III,15,Semestral,7.9584349542145745,3,French,11.42687326763957
32,IV,15,Semestral,12.086315804898875,2,Indian,13.608457329228346
55,III,20,Semestral,15.489852089418665,6,French,22.08418440475819
21,VIII,18,Monthly,22.823045536163114,3,Asian,13.232189984790981
38,I,10,Yearly,27.148801294892568,2,Indian,6.876607381178777
23,V,13,Trimestral,33.933169302359595,1,Japanese,12.449463831733686
18,VIII,13,Monthly,14.513092064418105,2,Italian,13.969266441089651
1,I,10,Monthly,2.8341033077411844,3,Japanese,8.68976536830691
15,VI,14,Yearly,20.060917123841104,1,Italian,8.87936798804977
84,III,13,Monthly,35.4462294699446,3,Asian,7.223551627340046
87,I,19,Yearly,28.79403580418711,3,Asian,13.779266512297578
66,III,8,Semestral,17.94331848261331,7,Mexican,7.484844369490514
31,V,20,FreePrepaid,27.726993936758987,1,Italian,11.93994922088944
79,IV,13,Semestral,17.692956212471447,2,Indian,9.611506121116747
2,VI,20,Yearly,9.221183205889606,3,Italian,10.117490095462944
92,VIII,10,FreePrepaid,31.530234093850265,1,Asian,9.403339732065827
72,I,19,Yearly,34.070700523950926,2,Mexican,16.554888617361247
82,VI,16,Trimestral,24.499717009385417,3,Japanese,11.34789652025486
40,II,18,Semestral,55.72396061698042,4,Indian,11.469616832096671
97,II,14,Semestral,17.632695882432838,2,Japanese,10.022031347846877
32,V,21,Trimestral,9.028310094813865,4,Japanese,10.020908838962114
66,VIII,15,Trimestral,2.0025619540470565,4,French,8.683239594986636
42,I,20,Monthly,6.1842253957983075,2,French,12.928875764216535
9,II,18,Semestral,10.254703545732823,5,Japanese,12.62859870416008
99,II,13,Semestral,34.9897157502212,3,Indian,10.220834700297385
91,II,16,Monthly,35.53760907651828,3,Japanese,4.3331832969363955
11,VIII,10,Trimestral,26.13140586543141,5,Asian,7.7213203482574855
22,V,9,Monthly,41.084611523275186,1,Japanese,11.60492128454974
4,II,13,Trimestral,22.048426724593355,2,Japanese,12.191612513040182
79,I,10,Yearly,9.672571918878763,3,Italian,12.138432678301953
60,II,15,Trimestral,36.60298203580761,2,French,13.125990740746843
72,VI,13,Trimestral,25.33614036951763,2,Italian,8.527272301480373
25,II,21,Semestral,11.416182840612084,4,Japanese,19.404679522032154
6,II,15,Semestral,26.591747769638012,5,Italian,-0.1140661374624532
61,IV,13,Monthly,29.35333750625192,4,Asian,10.924907028399211
80,I,17,Trimestral,13.573350729927874,1,French,8.726225594877356
4,VI,20,FreePrepaid,28.284001365783528,3,Italian,9.050357375341472
88,IV,19,Trimestral,37.03860299405169,3,Indian,11.801583714166563
33,III,20,Trimestral,29.87357878478439,2,Italian,4.18459659367614
64,VI,14,Semestral,34.25699499704797,4,Japanese,6.040677718206494
46,VI,13,Semestral,19.32090238084379,1,French,12.601426413171517
14,VI,11,FreePrepaid,9.765055536836982,2,French,10.799309204197412
34,VI,15,FreePrepaid,12.706746349262023,4,French,4.626475725760599
46,III,12,Trimestral,27.200837842709785,3,Asian,11.500449944297587
12,VI,10,Trimestral,19.37693164854716,4,Italian,8.417953073922511
31,II,8,Trimestral,-1.4885182080386237,4,Asian,10.963557838107704
43,II,10,Monthly,23.64733593674626,1,Asian,10.27569839056997
54,II,15,Semestral,19.870657208780198,3,French,3.689190657013377
4,IV,11,Yearly,24.081710362604532,2,Italian,9.941190137987991
89,II,9,Trimestral,18.082447063249298,2,Japanese,9.941105015862004
26,V,13,FreePrepaid,24.511722007445485,2,French,9.335266352865062
93,VIII,14,Semestral,28.050001065220066,3,Mexican,13.638837041335298
73,III,14,FreePrepaid,33.043984731655456,3,Asian,11.3352646389425
97,II,13,Yearly,41.16413792920396,3,Asian,8.964809611862
1,VI,20,Trimestral,7.268805923676705,2,Italian,12.110192091103999
36,IV,15,Trimestral,44.159443142382116,4,Asian,6.734433396312424
52,VI,14,Semestral,21.603643594843277,3,Italian,10.989800098928901
35,IV,17,FreePrepaid,23.82187950944965,2,Mexican,4.6590893785080105
30,IV,19,Monthly,11.732512618032514,2,Japanese,8.065968511171123
75,VIII,12,Yearly,16.995137147114196,2,Japanese,6.872747017306354
12,II,10,Semestral,36.07601451494678,3,French,4.607178079334139
76,II,10,Monthly,22.08946333385444,2,Mexican,9.309698317109648
16,V,9,Monthly,25.64209217077361,4,Indian,8.69520273971319
40,I,19,Semestral,31.10854731788453,3,Italian,10.022518033224609
6,I,20,Yearly,21.380645720232565,5,Japanese,6.988306386750958
77,IV,16,Yearly,14.763698745761191,4,French,10.180459505194937
70,II,12,Monthly,16.60528817368229,4,Asian,9.140354933268052
94,VI,17,Semestral,37.133225434806214,3,Mexican,12.636500010034542
98,IV,17,Yearly,27.657087640005727,1,Mexican,8.521840640032764
50,VI,16,Semestral,16.15828219529185,6,Japanese,10.268350404220673
67,VI,14,Semestral,14.278769567069059,4,Indian,12.289850181405805
92,V,11,Yearly,12.54590122147912,4,Italian,7.336794992788684
21,III,14,FreePrepaid,42.34686754753862,2,Indian,10.517517639327233
21,II,17,Semestral,34.36260449131603,1,French,16.497754607928343
70,V,12,FreePrepaid,21.588801922964656,4,Mexican,14.652223508256803
3,II,13,Semestral,27.138039366373423,3,Indian,8.019458183916761
4,II,16,Monthly,12.947614742631435,2,Indian,9.881870662266389
69,II,15,Trimestral,20.482688248785532,3,Mexican,15.411604959389525
51,VI,13,Monthly,19.222334439704227,2,Mexican,6.699091167996718
10,III,7,Monthly,19.998966919873325,7,Indian,5.794164357752172
20,I,13,Trimestral,6.935062357528334,2,Indian,14.279790710468358
2,III,21,Yearly,29.023321566019952,4,Asian,3.1183107313397995
81,V,11,Trimestral,24.27878807013439,3,Asian,11.734404280725713
7,III,13,Monthly,13.320202851744058,3,Mexican,2.820776905815178
46,V,21,Yearly,35.09026007850368,4,Asian,5.99030140731278
97,IV,16,Monthly,29.35531858120145,4,Asian,2.621228183307613
89,III,11,Semestral,21.327601858092564,3,Japanese,14.544239471812764
16,IV,14,Monthly,32.015545787726815,4,Japanese,10.89836406041549
48,VI,8,Trimestral,18.842086974396544,2,Japanese,4.540936048567489
51,IV,11,FreePrepaid,8.59206262377015,2,Indian,10.038243770816031
62,VI,11,FreePrepaid,25.563228439785483,5,Italian,15.531021059173558
81,II,10,Semestral,25.646775569358407,5,Asian,13.508206555854404
36,IV,9,Trimestral,12.34773497456324,6,Mexican,8.227555335423567
66,II,12,Trimestral,2.914212271056858,1,Mexican,7.061899074577041
75,III,10,Trimestral,23.761053044157503,2,Mexican,11.00597251026047
11,V,16,Yearly,8.13037763174852,1,Mexican,7.116895947195744
1,V,22,FreePrepaid,27.64137087040223,6,Asian,9.953887878938044
86,VIII,12,Trimestral,28.16074645403985,2,Mexican,5.580733233257183
66,II,13,Monthly,20.40391038360369,2,Mexican,8.923607804824583
34,V,14,Semestral,13.18046872277665,4,Indian,3.8942774168076104
87,III,21,Monthly,23.465905393557367,4,Japanese,10.58582592644173
59,I,23,Monthly,18.368139293206866,3,Japanese,13.843484271994623
93,II,17,FreePrepaid,9.662798788044181,2,Japanese,12.601220832949561
8,I,16,Monthly,36.08779877954342,1,French,13.540869890808533
19,III,14,Yearly,16.46201687753584,2,Indian,4.599028162115395
66,V,19,FreePrepaid,11.70979078481641,1,Japanese,4.508007080165699
18,II,22,Semestral,26.89365767804232,4,Indian,7.626731185333604
11,II,10,Semestral,23.832305053378743,3,French,9.114544245337285
12,I,15,Yearly,29.504750799486004,5,Japanese,12.7611673075705
53,VI,7,Monthly,24.123217527857417,4,Asian,10.519462787228639
72,VI,16,Monthly,27.498589121381773,3,Mexican,14.549884267303858
59,II,11,Monthly,23.901712500584804,3,Indian,8.377934853463753
66,II,17,Trimestral,24.433715774757097,4,Mexican,19.12282927013828
38,IV,12,FreePrepaid,39.26485972915826,4,Asian,14.985910975903902
68,IV,20,Trimestral,26.30651923824743,5,Mexican,9.12938818558978
14,III,14,Monthly,6.970703643382404,2,Italian,12.08279282596962
37,IV,18,FreePrepaid,24.52392410396734,6,Indian,14.311399919199593
8,III,14,Monthly,27.376269540013407,2,Indian,12.583173799698347
79,II,18,Semestral,14.197743858001378,4,French,5.971965356326911
83,VI,19,Trimestral,15.463772049872267,2,French,12.015007077021169
64,V,18,FreePrepaid,8.305505117956965,1,Italian,6.796641495352329
62,VIII,15,Semestral,47.466100353788164,2,Italian,10.927380186769804
97,VI,12,Monthly,37.63237158305431,3,Japanese,6.812182813720325
70,I,17,Semestral,22.35399403498117,1,Asian,9.110446101569298
30,VIII,23,FreePrepaid,34.30438700941278,4,Italian,11.869481475962298
28,VIII,18,FreePrepaid,26.949021470050607,4,Mexican,5.841372206824397
92,VI,13,FreePrepaid,29.28054065474057,5,Mexican,12.350140178388276
89,VIII,19,Monthly,25.845077923801124,4,Italian,10.934186327952622
24,I,9,Yearly,31.816622433938647,4,Mexican,4.316954912706915
66,VI,13,FreePrepaid,19.399311032067782,2,Japanese,10.414424003448348
71,III,14,Yearly,32.513733002797,4,Asian,2.80698660052542
35,VIII,10,FreePrepaid,48.60970418322664,3,Asian,10.307783357963025
16,IV,14,FreePrepaid,26.700902390892452,4,Asian,8.109321148618129
43,III,19,Trimestral,-0.3028656024213028,3,Japanese,4.969485227155122
5,VIII,20,Yearly,16.916657894516185,5,Italian,7.669619045118227
64,II,10,Trimestral,31.94727262040929,2,Indian,11.979744815142084
23,V,17,Monthly,7.772201725325235,3,Italian,7.152319398532349
43,II,13,Trimestral,18.405792523895094,5,Indian,14.69362532291678
20,IV,26,FreePrepaid,19.44278691154544,5,Asian,7.236724361550875
52,V,11,Semestral,20.66449718014031,4,Indian,11.776949659798055
61,V,10,FreePrepaid,14.272474924608222,2,Asian,11.42913150488101
1,II,17,Yearly,34.554651040935184,3,Mexican,13.818348735508508
48,II,16,FreePrepaid,11.32359179877776,2,Indian,7.986884972580125
77,VIII,14,Monthly,8.120919577803502,5,Indian,12.17073260843048
90,III,20,Semestral,29.524772990086362,2,Asian,9.033253147552161
65,IV,24,Semestral,41.56058568654855,5,Mexican,11.224890357260342
60,VIII,21,Semestral,26.564968880252664,5,Italian,9.896231101341964
83,V,14,Trimestral,26.835254043257297,1,French,9.430475747156827
10,V,11,Yearly,16.156334490714464,3,Asian,6.971750452155495
44,VIII,12,FreePrepaid,35.101388971761075,6,Mexican,4.527068413209572
38,III,11,Trimestral,20.634005750532523,2,Indian,9.114237802570972
95,II,10,Semestral,25.203377789788554,2,Asian,12.641251816085447
62,IV,18,Trimestral,24.54118800341296,5,Mexican,9.092198186472379
84,III,10,Trimestral,39.56041544544061,2,French,4.316745605185208
81,IV,8,Trimestral,15.158211584735582,1,Indian,14.15559514451536
74,VIII,10,Yearly,40.946977220080655,2,Mexican,9.087712551606106
43,V,17,Trimestral,25.10133926038189,4,Asian,2.1410254937796758
82,III,11,Yearly,37.428443003766134,3,French,12.968563491287668
28,VIII,17,Semestral,20.21652872460821,2,Asian,9.957185932249866
26,II,13,Semestral,28.819100053649375,7,Mexican,8.221689529084227
44,IV,14,Semestral,22.91860401687047,2,Indian,3.1360858648134773
93,VI,14,FreePrepaid,34.15974257181741,3,Mexican,12.614603944305934
35,I,11,Yearly,31.39597017192069,4,Mexican,9.401540814883909
79,VI,11,Monthly,21.19351582172937,4,French,12.113835079877681
23,V,7,Semestral,16.458518682952825,2,French,2.350031497454027
57,III,14,Trimestral,22.401951753787976,4,Indian,5.990208727627299
44,VI,13,Yearly,15.045628572095566,3,Italian,3.7957267257317504
44,I,18,Yearly,34.475693569969664,4,French,13.912241479510895
33,VIII,10,FreePrepaid,50.62566583449696,2,Mexican,9.968898316007351
5,II,11,Monthly,6.358763460558713,2,Italian,12.984041093374342
82,II,17,Monthly,22.18025002109861,1,Indian,11.450120740299528
50,IV,9,Semestral,30.581757067211438,2,Japanese,6.789393644842972
89,VI,16,FreePrepaid,32.12227933271501,3,Japanese,11.71177544547146
22,III,10,Yearly,9.501040042339696,3,Asian,8.89315037614998
60,V,14,FreePrepaid,41.895582931256335,3,Japanese,9.814759529343254
12,IV,16,Monthly,35.06464307444452,1,Italian,10.93189582338374
77,II,19,Trimestral,26.13705238073564,2,Indian,10.521335836527392
62,I,11,Monthly,25.253011447631568,6,Japanese,10.77263065294296
39,I,12,Semestral,31.712742341703425,2,Indian,8.605262602199735
56,VI,17,Trimestral,5.764070205447428,2,Japanese,13.336361981332214
81,VIII,16,Yearly,8.697835718699903,1,Mexican,9.49404174131154
28,VIII,16,FreePrepaid,20.01540357048225,1,Italian,5.855146950758668
22,VIII,10,Semestral,21.9918732944448,2,Japanese,10.861400153109598
70,VI,7,Monthly,17.058911810549734,5,Italian,13.314798455553266
78,VIII,13,Monthly,14.24395880771195,2,Asian,12.753803791172318
72,III,13,Monthly,18.316751823863413,5,Japanese,11.164008366042754
43,V,16,Semestral,23.481054069890067,1,Asian,10.768608385486308
92,VIII,11,Trimestral,39.41203986425114,3,Italian,4.868302607905018
93,II,10,FreePrepaid,21.888589782450246,6,Indian,12.72582072022861
78,I,19,Monthly,40.09319832090917,4,Indian,9.682679844317523
24,V,20,Semestral,37.10926411442825,2,Japanese,13.346361346301505
61,V,23,Monthly,14.187587621480937,1,Asian,13.969678984759959
24,III,20,Yearly,41.18736196262191,3,Asian,7.084311722532329
69,VIII,16,Trimestral,12.611685517455594,3,Italian,9.914765823219446
98,VIII,19,Monthly,36.75901213385164,3,Japanese,13.834685164949464
83,VIII,13,FreePrepaid,32.41509701870794,3,Italian,11.552465560110821
2,III,13,Trimestral,33.25887209296286,3,Mexican,4.164858517763847
3,III,16,Yearly,8.046006317987327,2,Indian,5.258737356858267
20,V,15,Trimestral,32.50512823948686,2,Japanese,6.470432374609576
8,V,18,Trimestral,30.873856914853462,7,Indian,9.965785407853003
56,I,20,Trimestral,19.297401123971323,4,Asian,6.098512286425734
60,II,16,Yearly,19.030681309593234,2,Japanese,8.041148564142267
45,VI,17,FreePrepaid,34.44683177840564,2,Indian,8.86566252283445
59,VIII,11,Semestral,26.14839114020304,3,French,9.553012106137466
34,II,15,Yearly,27.81747719845879,3,Japanese,8.340625485910374
11,IV,17,Semestral,41.13160669323503,3,Italian,9.66018024973706
90,I,19,Yearly,3.425899512975704,2,Indian,11.07571720405111
20,VI,20,Monthly,43.61177131801387,1,Indian,4.500831999756314
72,III,16,Semestral,30.698140116819484,2,Japanese,13.226698041624568
59,II,13,Trimestral,24.188739367324633,2,Asian,12.810888977374955
88,VIII,12,FreePrepaid,31.709995571939224,5,Asian,10.832865564113671
53,VIII,15,Monthly,43.0473705516675,3,Mexican,6.024403997628305
95,III,9,Semestral,43.25801431420804,4,Indian,3.3523798149370716
48,III,12,Monthly,14.63069246637308,3,Asian,4.535349103415904
59,VI,15,Yearly,30.464767747605787,3,Indian,15.373512277229482
1,III,12,Monthly,11.657152344770786,4,French,15.167085094245259
1,V,13,Yearly,29.88278675691305,2,Japanese,7.928962585850847
9,IV,12,Monthly,14.639900435113638,2,Mexican,10.548102145432743
87,II,15,Monthly,37.18666710519436,5,Mexican,10.941893935702733
43,VI,16,Trimestral,26.27111681043415,4,Italian,8.56354988241967
46,I,17,Trimestral,30.162384292076066,5,French,9.895912620055448
64,VIII,13,FreePrepaid,35.62046612101916,3,Asian,7.688749697695341
31,III,10,Trimestral,35.74381734208299,4,Japanese,6.684817153377017
3,VIII,15,Yearly,17.038606968510848,3,Indian,8.117502786126574
4,VIII,13,Monthly,25.772928615858326,2,French,7.410234940297547
66,III,13,Trimestral,37.14728405881905,3,Asian,6.275906370405991
52,III,12,FreePrepaid,32.19736904795774,3,Indian,12.138618086463609
56,I,18,Trimestral,14.428466224841252,6,French,7.325844499042118
24,II,14,Yearly,19.29020842414731,2,Mexican,9.18496444046035
0,I,12,Monthly,30.16251556212877,3,Italian,7.918818915571812
62,I,21,Monthly,35.24539448051684,3,Mexican,11.708537731438444
95,I,13,Trimestral,27.087802660418877,1,Indian,12.650439860706934
58,IV,13,Trimestral,34.697082286817334,3,Mexican,13.625289472293098
47,VI,15,Yearly,8.892816400202847,2,Mexican,5.1045727705699315
11,I,12,FreePrepaid,21.397033158976697,3,French,11.67523865082847
31,VIII,10,FreePrepaid,18.803889068677876,4,Indian,12.131673652197748
47,VIII,16,Semestral,7.560631403734458,2,Japanese,7.958529673361355
74,V,13,FreePrepaid,23.59482299330199,2,Japanese,12.457780519009418
11,VI,16,Semestral,27.60191051044206,1,French,12.050367892518677
23,IV,12,Yearly,23.293826892845704,4,Asian,4.715200737038586
23,V,13,Yearly,12.342667808794381,2,French,16.160252455803807
0,IV,20,Yearly,22.359876669977066,1,Asian,5.52535092551842
28,V,18,Semestral,20.65017608009867,3,Indian,10.241705796289471
36,V,17,Monthly,38.53190537245072,1,Italian,10.564349075460777
28,III,15,FreePrepaid,32.13235978135164,3,Asian,12.457126644364777
97,V,18,Monthly,35.2100391476213,2,Italian,12.10243230207689
88,I,19,FreePrepaid,29.361873785928424,3,Japanese,8.005948283330923
64,VI,24,Trimestral,38.058016975602875,4,French,11.0180164546958
36,IV,10,Monthly,28.629304958035988,4,French,5.78797594667562
58,IV,10,Yearly,25.440381725804496,3,French,11.77721753217544
28,V,15,Semestral,30.230523547999617,2,Asian,1.9978789756240865
55,V,14,Yearly,33.62461769209389,5,French,9.845555367092022
32,IV,17,Monthly,20.100917708434586,1,Mexican,10.096142851468686
87,II,13,FreePrepaid,22.073746254118827,4,Italian,11.481660892012572
40,IV,18,Yearly,19.63781467693058,1,Mexican,11.128202163944344
29,V,18,Semestral,14.002057396322288,2,Asian,7.749987399576238
49,III,17,Trimestral,25.47383316192562,4,French,8.348364106994834
61,IV,20,Semestral,25.282456246121868,2,Indian,11.762553410737107
38,VIII,15,FreePrepaid,18.424215151907177,5,Italian,2.6333952136461116
1,V,11,Yearly,19.915052058048275,4,Indian,10.096645335520314
30,VI,12,FreePrepaid,19.8101636163096,4,Mexican,7.96871848744496
51,II,21,Trimestral,15.311585253410893,3,Japanese,5.135466473714832
98,II,9,Semestral,23.55311344915191,2,Indian,13.535624694456295
71,VIII,20,FreePrepaid,21.72226614926165,3,Mexican,11.953241286981854
6,II,12,Trimestral,37.22284826293611,3,Indian,8.476538299759694
66,II,11,Monthly,34.86728334175916,2,Asian,12.698086148175488
70,I,17,Yearly,11.896337507900427,2,Japanese,9.686545724765537
30,VI,15,Monthly,21.581617193642593,2,Asian,8.378448570272157
62,VIII,16,FreePrepaid,32.33785239258771,3,Mexican,11.234086782794504
9,III,16,Semestral,35.43358474155429,2,Indian,9.145570935841587
12,V,13,Yearly,27.46820361556205,4,Japanese,4.878168651359427
12,VIII,18,Trimestral,24.655900739089393,2,Japanese,12.35580508541562
29,III,13,Monthly,22.78147159359627,2,Mexican,9.081578382762649
22,II,19,Trimestral,26.61113920814399,3,French,17.177566015790244
36,VI,11,Yearly,30.416880710668387,3,Indian,9.626937857732244
60,II,11,Monthly,35.21348510502324,3,Mexican,5.614985600261364
75,VIII,11,Trimestral,29.53489974891066,5,French,12.080713095345157
22,VIII,20,FreePrepaid,25.768913781714517,2,Indian,10.857485113031629
4,VIII,13,Yearly,31.76538229706972,2,Asian,7.708933329504436
53,IV,16,Monthly,38.91829277064652,1,Asian,6.044481852908521
76,I,12,Trimestral,31.863666097909316,2,Mexican,10.39242030279761
40,IV,12,Monthly,26.08245688413843,2,Japanese,7.400969912270112
39,III,16,Trimestral,17.205454427008256,4,Indian,13.007889761208302
12,III,16,Monthly,40.123186245757836,2,French,7.683986803006687
19,I,17,Trimestral,44.85257357590079,3,Indian,7.208133802686267
63,VIII,14,Semestral,9.73737375980268,3,Indian,14.595617079635772
59,I,16,Semestral,20.433083820622606,4,French,8.795889098908644
98,V,15,Trimestral,24.20136041329993,2,French,13.556550627171566
15,II,15,Yearly,24.749276978657946,5,Japanese,16.610244258866597
76,V,16,Trimestral,22.090860987196045,1,Mexican,10.62505675196984
83,VI,22,Monthly,14.33368622645588,2,Italian,8.545294648486943
89,I,14,Trimestral,0.7806988372145796,1,Asian,5.3911427541746555
47,III,13,Yearly,21.566020172222142,3,Italian,2.869248794826248
20,III,22,Yearly,19.536001020797027,1,French,16.85972137568208
8,IV,17,Trimestral,19.367646782348512,4,Japanese,8.728885438407826
82,I,17,Monthly,27.215051980982125,4,Japanese,9.806898353699955
16,I,12,Monthly,13.131424315108262,2,Mexican,8.997673099940338
9,VIII,15,Yearly,9.521528953598795,1,Japanese,9.42418390300527
99,VIII,10,Monthly,30.953800435042265,4,French,8.97390359006976
46,III,10,FreePrepaid,38.55168864355099,5,Italian,9.877211741760787
47,VI,13,Yearly,25.477380678923247,1,Indian,11.425917939095857
14,II,12,Monthly,31.840708832907893,2,Indian,1.6868466258969264
98,VIII,14,Trimestral,10.736135223713879,2,Mexican,12.35558685377103
99,V,23,Semestral,36.78290982221168,2,Asian,7.1594501296558075
40,VIII,15,Semestral,17.163550602081184,1,Asian,13.370740375106124
25,IV,14,Yearly,22.621593415423852,2,Indian,4.327610659661612
3,IV,12,Yearly,31.84381048902681,4,Italian,7.118484314816209
14,VIII,17,FreePrepaid,28.783534666542636,1,Japanese,5.42690813420094
80,I,17,Monthly,24.015166767004125,7,Indian,10.75596849305151
70,I,15,FreePrepaid,24.423023215356146,1,Indian,3.168402477411963
52,IV,16,Semestral,21.965731275372235,2,French,4.886516066408944
5,VIII,19,Trimestral,26.68798968860687,1,Japanese,10.002003299082553
37,VI,14,Monthly,36.94673890096239,4,Japanese,9.850403299681352
93,I,20,Trimestral,37.20093982868664,2,Indian,4.172448466924358
65,II,11,Monthly,11.872274994689002,4,Asian,14.042766479568312
23,I,18,FreePrepaid,10.072270628791344,6,Italian,13.924270297435436
3,VIII,12,FreePrepaid,32.1294454867332,4,Asian,8.225437194494653
92,V,16,Yearly,34.32445069098743,2,Indian,6.506650941324045
10,IV,8,Monthly,24.99940723120683,3,Japanese,1.3385232320699103
96,IV,17,Trimestral,22.070126487117015,3,Italian,9.850789602363687
23,VIII,20,Semestral,16.807851496626377,3,Asian,7.840082167032071
62,VI,13,Trimestral,31.15319912409626,3,Asian,10.175332703891968
39,I,14,Yearly,26.140028312193245,2,French,10.257623195537954
76,I,10,Trimestral,40.796585709786726,5,Asian,9.63509010134922
70,III,24,Monthly,4.704020819195048,1,Indian,11.172044094409543
90,VIII,14,Semestral,19.533610774306403,3,Italian,9.821912967930048
93,V,24,Semestral,38.60763844105674,1,Indian,8.723206480884066
